X,Y,Z,Name,type,oldName
34.7648800310001,31.257578236,0,אחווה,גן ילדים,
34.7950135190001,31.2682499920001,0,דובדבן ירוק,גן ילדים,
34.794909826,31.2682979840001,0,דובדבן אדום,גן ילדים,
34.7883808070001,31.252650465,0,קשת,גן ילדים,
34.788559466,31.259594544,0,שלו,גן ילדים,
34.788559466,31.259594544,0,רימון,גן ילדים,
34.785255787,31.257978092,0,יונה,גן ילדים,
34.7854171660001,31.257978618,0,טלה,גן ילדים,
34.7818710540001,31.259138856,0,אסיף,גן ילדים,
34.767854673,31.2490312890001,0,זחל,גן ילדים,
34.8253821660001,31.275027929,0,חילזון,גן ילדים,
34.768021908,31.249010098,0,פרפר,גן ילדים,
34.8254615,31.274902103,0,שבלול,גן ילדים,
34.80814101,31.286945948,0,"יפה נוף חט""צ",גן ילדים,
34.7879646850001,31.244182892,0,חמה,גן ילדים,
34.7880519240001,31.2440817570001,0,שמש,גן ילדים,
34.7826693430001,31.236655421,0,אגס,גן ילדים,
34.782835941,31.236635828,0,חמנית,גן ילדים,
34.7835796410001,31.2360053720001,0,שקדיה,גן ילדים,
34.783397554,31.235933005,0,שקד,גן ילדים,
34.8014589810001,31.2848943110001,0,תמנון,גן ילדים,
34.8015439370001,31.285000525,0,דיונון,גן ילדים,
34.8086182220001,31.257146871,0,שוהם,גן ילדים,חנה סנש
34.768693667,31.232922461,0,"חט""צ יצחק נבון",גן ילדים,
34.7712469430001,31.232890249,0,שפן הסלע,גן ילדים,
34.7710359430001,31.232886948,0,ארנבת,גן ילדים,
34.7688045300001,31.232487366,0,אצבעונית,גן ילדים,
34.768585027,31.232521865,0,לוטם,גן ילדים,אוכמנית
34.768874757,31.2325836970001,0,אדמונית,גן ילדים,
34.8080436830001,31.2863622350001,0,יהלום,גן ילדים,
34.8079109330001,31.2862479990001,0,טופז,גן ילדים,
34.807760537,31.286386603,0,ספיר,גן ילדים,
34.768375737,31.2331162350001,0,יצחק נבון,בית ספר,פלח 5
34.785397806,31.2385090280001,0,ההגנה,גן ילדים,
34.8064204820001,31.2489883970001,0,החלוצים,גן ילדים,המעפילים
34.811403102,31.2528569350001,0,הנדיב,גן ילדים,
34.7973673770001,31.272430206,0,חלמונית,גן ילדים,שושן
34.7832694910001,31.249794551,0,טווס,גן ילדים,חוגלה
34.7735040260001,31.2519409280001,0,ראם,גן ילדים,הצבי
34.7799083210001,31.248696813,0,ניצן,גן ילדים,ניצנה
34.7721791370001,31.253000274,0,ברקן,גן ילדים,גלבוע
34.7703846920001,31.2485912280001,0,אלה,גן ילדים,דותן
34.7629039510001,31.2583554650001,0,שיטה,גן ילדים,צאלה
34.797637552,31.2547746700001,0,נורית,גן ילדים,
34.7975371470001,31.2547684690001,0,חיפושית,גן ילדים,
34.7745038210001,31.2627797970001,0,גרעינים,גן ילדים,
34.801621079,31.2850913340001,0,מפרשית,גן ילדים,
34.8017094460001,31.2852204710001,0,שושנון,גן ילדים,סנפיר
